sample_id,glosses,num_frames,num_glosses,left_hand_near_zero_z,right_hand_near_zero_z,pose_near_zero_z,face_near_zero_z,custom_near_zero_z,left_hand_invalid_xy,right_hand_invalid_xy,pose_invalid_xy,face_invalid_xy,custom_invalid_xy,left_hand_temporal_jumps,right_hand_temporal_jumps,pose_temporal_jumps,face_temporal_jumps,custom_temporal_jumps,overall_quality_score,quality_label,split
01April_2010_Thursday_tagesschau_default-4,HIER WIND SCHWACH MAESSIG MAESSIG loc-WEST NORD WIND __OFF__,137,9,74.20924574209245,84.25443169968717,97.96505197965053,91.97236259280055,9.05109489051095,0.0,0.0,0.0,0.0,80.0,6.022408963585434,13.970588235294118,1.4705882352941175,1.3983157365510308,0.0,28.14663003702821,medium,landmarks_train
01April_2010_Thursday_tagesschau_default-5,__ON__ HEUTE NACHT FLUSS DREI MINUS SECHS ALPEN VORSICHT GLATT,134,10,78.1094527363184,70.50461975835111,98.93713251922208,91.59172088276566,5.298507462686567,0.4975124378109453,0.0,0.0,0.0,80.0,9.631220909416397,18.796992481203006,0.7518796992481203,0.7149283465072939,0.0,27.852108138690358,medium,landmarks_train
01April_2010_Thursday_tagesschau_default-6,MORGEN SIEBEN loc-LAND VIERZEHN FLUSS,105,5,80.77097505668934,77.09750566893425,98.23953823953823,91.96174196174196,1.9047619047619049,0.0,0.0,0.0,0.0,80.0,11.904761904761903,16.346153846153847,0.0,0.0,0.0,27.816033424080445,medium,landmarks_train
01April_2010_Thursday_tagesschau_default-9,OSTERN MONTAG AUCH REGEN REGEN HOCH __EMOTION__ SCHNEE __OFF__,105,9,87.3015873015873,72.6530612244898,97.95093795093796,91.68498168498168,10.571428571428571,0.0,0.0,0.0,0.0,80.0,6.41025641025641,12.5,0.0,0.0,0.0,27.704970888063112,medium,landmarks_train
01April_2011_Friday_tagesschau_default-10,__ON__ BERG ALLGAEU HEUTE ABEND VIER GRAD FLUSS ELF GRAD __OFF__,106,11,76.99910152740341,94.33962264150944,98.85648942252716,90.83413965489437,14.433962264150942,0.0,0.0,0.0,0.39912917271407833,98.39622641509433,22.630385487528347,20.90702947845805,0.0,0.0020350020350020353,0.0,28.205066215643168,medium,landmarks_train
01April_2011_Friday_tagesschau_default-11,__ON__ RUEGEN MORGEN VIERZEHN GRAD FLUSS SOMMER FUENF ZWANZIG BIS SECHS ZWANZIG GRAD __OFF__,146,14,81.4416177429876,93.63992172211351,98.25653798256539,89.98946259220232,14.589041095890412,0.0,0.0,0.0,0.3512469265893923,99.93150684931507,21.773399014778324,22.06896551724138,0.0,0.004420866489832007,0.0,28.022329356513747,medium,landmarks_train
01April_2011_Friday_tagesschau_default-12,__ON__ SONNTAG WEST NORDWESTRAUM WOLKE KOENNEN REGEN REGEN ODER GEWITTER KOENNEN,138,11,80.60731538992408,89.47550034506556,98.90206411945542,90.54564598042859,17.101449275362317,0.0,0.0,0.0,0.20903010033444816,99.85507246376811,27.45915884602016,29.927007299270077,2.89758902897589,2.782456797055337,0.0,28.99456031543896,medium,landmarks_train
01April_2011_Friday_tagesschau_default-13,SUEDOSTRAUM DURCHGEHEND SONNE TROCKEN WARM __OFF__,84,6,76.87074829931973,78.4013605442177,98.16017316017316,90.31339031339031,17.5,0.0,0.0,0.0,0.07376882376882377,100.0,10.499139414802066,26.506024096385545,2.4096385542168677,2.2912161466378334,0.0,28.34536025787469,medium,landmarks_train
01April_2011_Friday_tagesschau_default-2,__ON__ WOCHENENDE IX HOCH DRUCK DAZU WARM cl-KOMMEN VIEL SONNE UND AEHNLICH SOMMER TEMPERATUR TEMPERATUR __OFF__,167,16,72.5976618192187,87.14000570287995,97.87697332607512,90.08905266390298,15.748502994011975,0.39920159680638717,0.0,0.0,0.08828496852448948,99.88023952095809,22.203098106712567,30.14916810097533,0.0,0.0,0.0,27.884807086843768,medium,landmarks_train
01April_2011_Friday_tagesschau_default-4,__ON__ REGION TIEF __LEFTHAND__ SONNTAG cl-KOMMEN REGEN REGEN UND GEWITTER __OFF__,124,11,56.874039938556066,73.69431643625191,98.04496578690127,90.12613730355666,22.096774193548388,0.0,0.0,0.0,0.12579266611524675,98.14516129032258,19.589624467673246,29.88772744870306,0.0,0.0,0.0,27.560691059281822,medium,landmarks_train
01April_2011_Friday_tagesschau_default-7,KLAR IX REGION KOENNEN NEBEL NORDOSTRAUM TAG ANFANG WOLKE WESTRAUM IX EINFACH VERSCHWINDEN MEHR SONNE __OFF__,219,16,78.7127636442705,77.71254620569688,98.65781098657811,90.38168832689381,17.488584474885847,0.0,0.0,0.0,0.044881551730866796,98.85844748858447,18.130187854958496,25.578855395369153,1.3761467889908259,1.3085156433780287,0.0,28.175024618081686,medium,landmarks_train
01April_2011_Friday_tagesschau_default-9,__ON__ WIND SCHWACH MAESSIG NORD SEE IX KOENNEN FRISCH WEHEN WEHEN WEHEN __OFF__,131,13,80.11632133769538,88.87677208287896,98.14943326393708,90.07307366085993,19.31297709923664,0.0,0.0,0.0,0.07666209956286292,99.69465648854961,23.406593406593405,24.615384615384617,0.0,0.0032873109796186717,0.0,27.950568032798202,medium,landmarks_train
01August_2011_Monday_heute_default-0,__ON__ GUT ABEND LIEB ZUSCHAUER SOMMER KOENNEN SCHOEN WEST SUEDWESTRAUM SCHON WETTER BESONDERS BLAU HIMMEL WIE MAINZ ZEIGEN-BILDSCHIRM,209,18,91.47869674185463,95.62542720437457,98.26011309264898,89.9726004989163,16.076555023923444,0.8658008658008658,0.0,0.0,0.39974645237803136,82.24880382775119,13.759157509157511,11.584249084249084,0.4807692307692308,0.4571416831032215,0.0,27.977613242853085,medium,landmarks_train
01August_2011_Monday_heute_default-1,__EMOTION__ KOMMEN ALLE KOMMEN WARM SONNE AUS FRANKREICH cl-KOMMEN SCHON DREISSIG GRAD cl-KOMMEN,142,13,79.40979208584842,95.30516431924883,99.50917626973965,90.95491753942459,18.732394366197184,0.0,0.0,0.0,0.4454074876610088,81.7605633802817,11.48260722728808,7.801418439716312,0.7092198581560284,0.6743650360671637,0.0,28.111621520125333,medium,landmarks_train
01August_2011_Monday_heute_default-2,IN-KOMMEND TAG AUCH BEI-UNS __EMOTION__ AM MITTWOCH WIEDER WARM DRUCK WEST SCHON ANFANG REGEN REGEN GEWITTER GEWITTER,151,17,75.43361715547145,87.63796909492274,98.67549668874173,91.3185600271693,16.026490066225165,0.0,0.0,0.0,0.14292183166355352,87.01986754966887,11.015873015873016,17.841269841269842,0.0,0.0,0.0,27.9024921260314,medium,landmarks_train
01August_2011_Monday_heute_default-3,ABER HEUTE ABEND RUHIG BISSCHEN NEBEL MORGEN FRUEH BAYERN NIEDERSACHSEN REGION S REGION,134,13,72.60127931769723,82.51599147121536,97.7159656264134,90.76412807756091,10.746268656716417,0.07107320540156362,0.0,0.0,0.0,89.40298507462686,8.19906910132474,22.305764411027567,0.7518796992481203,0.7149283465072939,0.0,27.808966019810537,medium,landmarks_train
01August_2011_Monday_heute_default-4,NORD KUESTE AUCH VIELLEICHT BISSCHEN ABER NACHT ENORM MILD IX MORGEN NEBEL ACH __PU__ NICHT-HABEN,141,15,74.40054035798717,85.51165146909828,97.63593380614657,91.06352670182457,15.815602836879433,0.0,0.0,0.0,0.03030854094683882,86.87943262411348,3.0952380952380953,7.7891156462585025,2.142857142857143,2.0375457875457874,0.0,28.093774218548177,medium,landmarks_train
01August_2011_Monday_heute_default-5,SONNE MACHEN NEBEL VERSCHWINDEN DANN NORD DEUTSCH LAND SONNE ABER NORDWESTRAUM MUENSTER LAND BIS IX HESSEN REGION,159,17,84.48637316561845,84.00718778077268,98.9517819706499,91.29038327151535,17.9874213836478,0.0,0.0,0.0,0.16663978928129872,82.20125786163523,9.463532248342375,18.595539481615432,1.89873417721519,1.805420318078546,0.0,28.429140657965263,medium,landmarks_train
01August_2011_Monday_heute_default-7,WARM SUEDWESTRAUM SCHON DREISSIG GRAD SCHON MEISTENS REST VIER ZWANZIG GRAD BIS DREI ZWANZIG GRAD BISSCHEN KUEHL MEISTENS NORD KUESTE BISSCHEN KUEHL IX,214,23,84.82421005785493,92.47886070315977,98.88133673180403,91.20037542934739,14.57943925233645,0.06675567423230974,0.0,0.0,0.13080118220305134,84.25233644859813,11.983009166107758,14.241001564945227,1.3799971546450418,1.3161590626379358,0.0,28.33620913937428,medium,landmarks_train
01August_2011_Monday_heute_default-8,GLEICH DONNERSTAG FREITAG UEBERALL cl-KOMMEN IHR SCHOEN ABEND MACHEN GUT __OFF__,114,11,84.21052631578947,91.64578111946533,98.43168527379054,91.00877192982456,18.070175438596493,0.0,0.0,0.0,0.25303643724696356,82.54385964912281,8.97597977243995,12.389380530973451,0.8849557522123894,0.8414643370395584,0.0,28.125241972411704,medium,landmarks_train
01December_2011_Thursday_heute_default-0,__ON__ ABEND LIEB ZUSCHAUER poss-EUCH DEZEMBER ANFANG REGEN REGEN HEUTE LEUTE NACH-HAUSE NACH-HAUSE NACH-HAUSE NACH-HAUSE DAS-IST-ES __LEFTHAND__,176,17,84.52380952380952,91.20670995670996,98.05440771349862,90.68570318570318,12.102272727272727,0.0,0.0,0.0,0.11412198912198912,80.0,18.557823129251698,33.27891156462585,1.1428571428571428,1.0866910866910866,0.0,28.35124997064418,medium,landmarks_train
01December_2011_Thursday_heute_default-1,HEUTE VOR MITTAG W IX WEITER REGEN REGEN VIER ZWANZIG STUNDE STUNDE,122,12,88.32943013270882,89.9687743950039,99.40387481371089,91.30937368642287,11.475409836065573,0.0,0.0,0.0,0.0,80.73770491803278,22.825659189295553,25.97402597402597,2.479338842975207,2.35749099385463,0.0,28.838273726122956,medium,landmarks_train
01December_2011_Thursday_heute_default-2,REGION REGEN SAMSTAG DOCH MORGEN ABEND IX IRLAND __LEFTHAND__ __EMOTION__ SONNTAG REGEN REGEN DOCH VERBREITEN VERBREITEN VERBREITEN VERBREITEN,182,18,80.53375196232338,84.7723704866562,98.53479853479854,91.40720390720391,18.021978021978022,0.026164311878597593,0.0,0.0,0.17610594533671456,80.0,8.260983951591687,17.12707182320442,2.6954629164573913,2.5888936109930585,0.0,28.585637884240185,medium,landmarks_train
01December_2011_Thursday_heute_default-4,BESONDERS BAYERN OST HIMMEL KLAR BISSCHEN NEBEL AUCH FROST,132,9,87.80663780663781,90.94516594516594,99.24242424242425,91.51612276612276,11.287878787878789,0.0,0.0,0.0,0.0,80.0,15.15812431842966,12.8680479825518,3.816793893129771,3.6292164154759576,0.0,28.9968476783628,medium,landmarks_train
01December_2011_Thursday_heute_default-7,NORDWESTRAUM REGION SPAETER SUEDWESTRAUM AUCH OST BISSCHEN MEHR TROCKEN,136,9,81.687675070028,81.86274509803921,98.3957219251337,91.87248617395676,10.441176470588236,0.0,0.0,0.0,0.0,80.0,12.94532627865961,22.89241622574956,6.666666666666667,6.339031339031339,0.0,29.72239359878973,medium,landmarks_train
01December_2011_Thursday_heute_default-8,__LEFTHAND__ BIS WALD P O P PFALZ IX __EMOTION__ DANN REGION MILD IX SONNE SONNE REGION STURM,173,17,85.54913294797689,85.54913294797689,99.57961114030478,89.97332147621165,20.520231213872833,0.0,0.0,0.0,0.0,80.05780346820809,9.108527131782946,19.905869324473976,1.726568005637773,1.655982905982906,0.0,28.047354772402038,medium,landmarks_train
01December_2011_Thursday_heute_default-9,__LEFTHAND__ __LEFTHAND__ NORDWESTRAUM WEHEN WEHEN IX IN-KOMMEND IN-KOMMEND __EMOTION__ NUR REGEN BIS MONTAG __EMOTION__ VIEL STURM SCHOEN ABEND poss-EUCH MACHEN GUT poss-EUCH __OFF__,195,23,90.8913308913309,94.57875457875457,98.46153846153847,91.0168748630287,16.46153846153846,0.0,0.0,0.0,0.0821827744904668,80.0,16.617574864997543,31.24693176239568,3.608247422680412,3.430919023702529,0.0,29.160467093913525,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-0,__ON__ JETZT WETTER MORGEN FREITAG ZWEITE DEZEMBER __OFF__,109,8,92.52948885976409,97.99038881607689,98.99916597164304,90.77079902767976,21.28440366972477,0.0,1.1795543905635648,0.0,0.262683290206226,80.0,25.881834215167547,31.48148148148148,0.9259259259259258,0.8804210193099081,0.0,28.68298300623234,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-11,__ON__ SAMSTAG WIEDER NEU REGEN __LEFTHAND__ __LEFTHAND__ cl-KOMMEN cl-KOMMEN WIND STURM,157,11,74.70427661510463,78.343949044586,98.12777456089557,90.78882900538952,16.878980891719745,0.0,0.0,0.0,0.10071315803799881,80.0,16.84981684981685,21.153846153846153,2.544677544677545,2.4312404120096427,0.0,28.350582941206177,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-12,SONNTAG WECHSELHAFT WECHSELHAFT AUCH TEIL STURM,80,6,83.75,90.41666666666667,98.67424242424242,90.85470085470085,12.25,0.0,0.0,0.0,0.04006410256410256,80.0,38.095238095238095,43.037974683544306,1.2658227848101267,1.2036135453856973,0.0,28.728812346922428,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-13,MONTAG OFT OFT STARK WOLKE WOLKE WOLKE TEIL ORT-PLUSPLUS REGEN REGEN REGEN WIND BLEIBEN BLEIBEN __OFF__,159,16,68.64330637915543,86.25336927223721,98.9136649514008,91.16405956028598,16.28930817610063,0.17969451931716085,0.0,0.0,0.04434768585711982,80.0,21.488848704038578,25.678119349005424,1.89873417721519,1.805420318078546,0.0,28.395366956449635,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-2,__ON__ IX MEER TIEF NORDWEST WETTER WECHSELHAFT WECHSELHAFT,126,8,80.23431594860166,89.00226757369614,98.07599807599807,91.20031203364537,19.841269841269842,0.0,0.0,0.0,0.0678334011667345,80.0,15.80952380952381,23.504761904761907,0.8,0.7606837606837608,0.0,28.20305404862367,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-3,SUEDOSTRAUM __EMOTION__ VORTEIL IX HOCH BELGIEN cl-KOMMEN,117,7,79.44647944647944,88.31908831908832,99.50789950789951,91.4073343560523,11.452991452991453,0.0,0.0,0.0,0.007305135510263716,80.0,15.517241379310345,14.449917898193759,3.4482758620689653,3.2806513409961684,0.0,28.77920796406174,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-4,NACHT BESONDERS NORDRAUM NORDWESTRAUM REGEN REGEN SUED TEIL TEIL KLAR WOLKE NEBEL,185,12,83.08880308880309,81.46718146718148,99.01719901719902,91.0903210903211,17.513513513513512,0.0,0.0,0.0,0.012705012705012706,80.05405405405406,18.115942028985508,22.903726708074533,4.3478260869565215,4.134150873281308,0.0,29.0471814884308,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-5,MEISTENS WOLKE REGEN REGEN SUED cl-KOMMEN __LEFTHAND__ KLAR REGION WAHRSCHEINLICH SCHAUER SCHAUER,174,12,81.82813355227148,86.75424192665572,98.92023685127134,90.70144414972002,13.85057471264368,0.0,0.0,0.0,0.008596129285784458,80.0,21.112028626479493,22.378199834847234,6.918899982483798,6.5955239365643985,0.0,29.670018260998802,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-7,NACHT __LEFTHAND__ ZEHN BAYERN IX MINUS ZWEI __OFF__,104,8,85.2106227106227,96.42857142857143,99.009324009324,91.26602564102564,16.346153846153847,0.0,0.0,0.0,0.09040105193951348,80.0,16.319926028663893,29.126213592233007,1.9417475728155338,1.8463198074848561,0.0,28.732347288940623,medium,landmarks_train
01December_2011_Thursday_tagesschau_default-9,__ON__ TAG NORD NUR FUENF ALLGAEU BERG VOR LAND VIERZEHN __OFF__,139,11,82.39122987324427,91.19561493662212,98.49574885546109,91.62516140933407,14.748201438848922,0.0,0.0,0.0,0.2398081534772182,80.0,16.321601104209797,26.08695652173913,3.6231884057971016,3.445125727734424,0.0,29.16591956405785,medium,landmarks_train
01February_2011_Tuesday_heute_default-0,__ON__ LIEB ZUSCHAUER GUT ABEND HEUTE NEBEL HOCH NEBEL ZWISCHEN __EMOTION__ RUHIG WETTER ZEIT VORBEI,193,15,75.47495682210709,74.95682210708118,98.03736850368975,89.90523006067048,14.663212435233161,0.0,0.0,0.0,0.04539214383773969,80.10362694300518,12.896825396825399,20.3125,1.5625,1.4890491452991452,0.0,27.75341050698498,medium,landmarks_train
01February_2011_Tuesday_heute_default-1,MITTE STURM TIEF cl-KOMMEN cl-KOMMEN LUFT MILD,105,7,63.85487528344671,73.65079365079366,96.3924963924964,89.49938949938951,12.285714285714286,0.0,0.0,0.0,0.0,80.0,9.294871794871796,25.22893772893773,0.9615384615384616,0.914283366206443,0.0,27.302942988295616,medium,landmarks_train
01February_2011_Tuesday_heute_default-10,NORDWESTRAUM DANN WIEDER REGEN REGEN cl-KOMMEN,99,6,56.46945646945647,62.0971620971621,98.19406183042547,90.46231546231546,14.242424242424242,0.0,0.0,0.0,0.0,80.0,13.070942662779398,23.46938775510204,2.0408163265306123,1.940519797662655,0.0,27.677367840116485,medium,landmarks_train
01February_2011_Tuesday_heute_default-11,DONNERSTAG cl-KOMMEN KOENNEN DAZU BERG KOENNEN SCHNEE GLATT DANACH MILD STURM IN-KOMMEND IN-KOMMEND __OFF__,195,14,74.60317460317461,75.16483516483517,97.91763791763792,90.61253561253562,8.35897435897436,0.0,0.0,0.0,0.018628095551172473,80.2051282051282,7.7565046637211585,23.12223858615611,0.5154639175257731,0.49013128910036124,0.0,27.581846836446864,medium,landmarks_train
01February_2011_Tuesday_heute_default-13,WIE AUSSEHEN SIE KOENNEN MACHEN ANSCHAUEN Z D E TEXT ODER KOENNEN INTERNET SIE SCHAUEN JETZT SCHOEN ABEND poss-EUCH __OFF__,181,20,78.2162588792423,95.29071297027099,98.54344550477148,90.80842423383861,12.265193370165745,0.052617732175743226,0.0,0.0,0.12395523445247203,80.0,13.518518518518519,18.333333333333332,3.888888888888889,3.697768281101614,0.0,28.855247952737287,medium,landmarks_train
01February_2011_Tuesday_heute_default-2,REGION MITTE KOENNEN SCHNEE __OFF__,77,5,65.0587507730365,68.1508967223253,97.63872491145219,89.56598956598957,8.701298701298702,0.0,0.0,0.0,0.0,80.25974025974027,5.639097744360902,17.105263157894736,1.3157894736842104,1.2511246063877643,0.0,27.233319407346247,medium,landmarks_train
01February_2011_Tuesday_heute_default-4,__ON__ cl-KOMMEN KALT LUFT HEUTE NACHT SUEDRAUM FROST,121,8,68.47697756788665,77.13498622589532,98.44728274480342,91.15455251818888,19.25619834710744,0.0,0.0,0.0,0.019425019425019424,80.24793388429752,11.746031746031745,17.5,2.5,2.377136752136752,0.0,28.237304410204295,medium,landmarks_train
01February_2011_Tuesday_heute_default-5,SUEDOSTRAUM MINUS UEBER MINUS ZEHN DREIZEHN GRAD,105,7,74.60317460317461,76.05442176870748,94.51659451659452,88.52665852665854,6.0,0.0,0.0,0.0,0.0,80.0,5.0366300366300365,18.269230769230766,0.9615384615384616,0.914283366206443,0.0,27.010328279315626,medium,landmarks_train
01February_2011_Tuesday_heute_default-9,OST KOENNEN SCHNEE IX ANFANG REGEN KOENNEN GLATT NORDWESTRAUM TROCKEN TRUEB,159,11,77.11889787361486,87.84067085953879,99.199542595769,91.13046282857603,15.974842767295597,0.0,0.0,0.0,0.0,80.0,10.24713682941531,22.51356238698011,0.6329113924050633,0.6018067726928487,0.0,27.99478148803819,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-0,__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN MITTWOCH ZWEITE FEBRUAR ZEIGEN-BILDSCHIRM __OFF__,125,10,89.21904761904761,93.9047619047619,98.71515151515152,90.91452991452992,12.0,0.0,0.0,0.0,0.11282051282051281,80.0,4.838709677419355,3.225806451612903,0.8064516129032258,0.7685414943479459,0.0,27.918939508837425,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-10,__ON__ OST SUEDRAUM HEUTE NACHT FROST FROST FROST,76,8,89.03508771929825,92.79448621553885,99.92025518341308,90.9131803868646,19.605263157894736,0.0,0.0,0.0,0.03092667566351777,80.0,16.0,24.634920634920636,0.0,0.0,0.0,28.100456838298282,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-11,NORDRAUM EIN GRAD GRAD MINUS PLUS,64,6,79.98511904761905,78.05059523809523,97.11174242424242,89.92721688034187,19.21875,0.0,0.0,0.0,0.0,80.0,11.942554799697657,41.42101284958428,1.5873015873015872,1.5092931759598427,0.0,28.072835938172737,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-12,MORGEN FLUSS MINUS FUENF GRAD FLUSS PLUS FUENF GRAD,120,9,78.73015873015873,90.63492063492063,98.58585858585859,90.93660968660969,11.583333333333332,0.0,0.0,0.0,0.15313390313390313,80.0,19.727891156462583,35.294117647058826,2.5210084033613445,2.3971126912303387,0.0,28.75599986830175,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-2,__ON__ TIEF cl-KOMMEN SCHNEE KALT REGEN GLATT,124,7,62.173579109062985,82.68049155145928,96.99413489736071,88.81651502619245,10.161290322580644,0.0,0.0,0.0,0.013785497656465398,80.0,15.873015873015872,34.881920247773905,0.8130081300813009,0.773052602320895,0.0,27.36359361639466,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-3,DAZU cl-KOMMEN MILD DARUM AB FREITAG SCHNEE NICHT-MEHR SUED IX FREUNDLICH __OFF__,187,12,76.44512350394703,80.54494525082761,98.26608329282126,89.98240321769734,15.454545454545453,0.0,0.0,0.0,0.004570592805886923,80.64171122994652,10.57347670250896,18.27956989247312,1.0752688172043012,1.0224244095211836,0.0,27.66935788012818,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-5,__ON__ cl-KOMMEN HEUTE NACHT cl-KOMMEN SCHNEE __EMOTION__ REGEN GLATT KOENNEN GLATT __EMOTION__,121,12,63.557654466745376,72.21566312475403,96.59403956924618,89.32506887052341,12.396694214876034,0.0,0.0,0.0,0.008829554284099738,80.0,13.452380952380953,32.93650793650794,0.0,0.0,0.0,27.131981079909732,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-6,GEFAHR KOENNEN UNWETTER __PU__ WARNUNG __PU__ __OFF__,77,7,85.15769944341372,90.47619047619048,97.32388823297914,90.5094905094905,9.090909090909092,0.0,0.0,0.0,0.013875013875013876,80.0,6.578947368421052,13.157894736842104,3.9473684210526314,3.753373819163293,0.0,28.603611815994036,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-7,__ON__ AUCH MORGEN VIEL WOLKE SPEZIELL __PU__ OST SUEDRAUM SCHNEE UND REGEN REGEN GLATT NACH MITTAG AUFLOESEN AUFLOESEN,205,18,69.08246225319397,81.09175377468061,99.40872135994087,90.82134667500522,9.804878048780488,0.0,0.0,0.0,0.06879299562226392,80.0,9.080298786181139,18.137254901960784,0.9803921568627451,0.9322104910340203,0.0,27.76837700192766,medium,landmarks_train
01February_2011_Tuesday_tagesschau_default-8,ABER ABEND cl-KOMMEN REGEN REGEN SUEDRAUM SCHWACH NORDRAUM MAESSIG MAESSIG WEHEN WEHEN KUESTE STURM KOENNEN __OFF__,207,16,74.83321831147917,86.97952610996089,98.33113746157225,91.15157520954622,17.92270531400966,0.0,0.0,0.0,0.0,80.38647342995169,15.256588072122051,28.57142857142857,2.4271844660194173,2.30789975935607,0.0,28.553469217157893,medium,landmarks_train
01July_2009_Wednesday_tagesschau_default-0,__OFF__ HIER WETTER WIE-AUSSEHEN MORGEN DONNERSTAG ZWEITE JULI __ON__,97,9,95.09081983308786,94.35444280805105,98.06310527960012,91.49484536082474,18.65979381443299,0.24545900834560627,0.0,0.0,0.14098158428055335,93.19587628865979,11.458333333333332,12.5,3.125,2.973646723646724,0.0,29.053883689714958,medium,landmarks_train
